Enhet;År;Sekundærflytting;Botid i Norge;Kommunenummer;Kommune;Antall
Prosent;2016;Flyttet hit;0-4 år;1548;Fræna (t.o.m. 2019);0.0
Prosent;2016;Flyttet hit;0-4 år;1551;Eide (t.o.m. 2019);0.0
Prosent;2016;Flyttet hit;0-4 år;1554;Averøy;5.9
Prosent;2016;Flyttet hit;0-4 år;1563;Sunndal;19.3
Prosent;2016;Flyttet hit;0-4 år;1576;Aure;0.0
Prosent;2016;Flyttet hit;0-4 år;1634;;1.7
Prosent;2016;Flyttet hit;0-4 år;1636;;0.0
Prosent;2016;Flyttet hit;0-4 år;1648;;0.0
Prosent;2016;Flyttet hit;0-4 år;1664;;5.9
Prosent;2016;Flyttet hit;0-4 år;1702;;2.5
Prosent;2016;Flyttet hit;0-4 år;1721;;1.2
Prosent;2016;Flyttet hit;0-4 år;1750;;0.0
Prosent;2016;Flyttet hit;0-4 år;1756;;2.8
Prosent;2016;Flyttet hit;0-4 år;1805;Narvik (t.o.m. 2019);2.6
Prosent;2016;Flyttet hit;0-4 år;1813;Brønnøy;1.5
Prosent;2016;Flyttet hit;0-4 år;1833;Rana;4.8
Prosent;2016;Flyttet hit;0-4 år;1853;Evenes;0.0
Prosent;2016;Flyttet hit;0-4 år;1923;;17.1
Prosent;2016;Flyttet hit;0-4 år;1925;;4.1
Prosent;2016;Flyttet hit;0-4 år;1929;Berg (t.o.m. 2019);4.7
Prosent;2016;Flyttet hit;0-4 år;2004;Hammerfest (t.o.m. 2019);2.0
Prosent;2016;Flyttet hit;5+ år;0119;;30.9
Prosent;2016;Flyttet hit;5+ år;0214;;42.8
Prosent;2016;Flyttet hit;5+ år;0217;Oppegård (t.o.m. 2019);31.1
Prosent;2016;Flyttet hit;5+ år;0227;Fet (t.o.m. 2019);56.7
Prosent;2016;Flyttet hit;5+ år;0231;Skedsmo (t.o.m. 2019);47.2
Prosent;2016;Flyttet hit;5+ år;0238;;47.4
Prosent;2016;Flyttet hit;5+ år;0239;;28.6
Prosent;2016;Flyttet hit;5+ år;0412;;24.0
Prosent;2016;Flyttet hit;5+ år;0417;;19.6
Prosent;2016;Flyttet hit;5+ år;0427;;24.0
Prosent;2016;Flyttet hit;5+ år;0430;;5.8
Prosent;2016;Flyttet hit;5+ år;0434;;0.0
Prosent;2016;Flyttet hit;5+ år;0439;;0.0
Prosent;2016;Flyttet hit;5+ år;0513;;6.1
Prosent;2016;Flyttet hit;5+ år;0514;;7.3
Prosent;2016;Flyttet hit;5+ år;0515;;0.0
Prosent;2016;Flyttet hit;5+ år;0516;;5.3
Prosent;2016;Flyttet hit;5+ år;0621;;0.0
Prosent;2016;Flyttet hit;5+ år;0623;;17.3
Prosent;2016;Flyttet hit;5+ år;0632;;0.0
Prosent;2016;Flyttet hit;5+ år;0701;;42.2
Prosent;2016;Flyttet hit;5+ år;0704;Tønsberg (t.o.m. 2019);41.7
Prosent;2016;Flyttet hit;5+ år;0815;;4.3
Prosent;2016;Flyttet hit;5+ år;0829;;33.3
Prosent;2016;Flyttet hit;5+ år;0928;;17.8
Prosent;2016;Flyttet hit;5+ år;0929;;7.1
Prosent;2016;Flyttet hit;5+ år;0941;;6.8
Prosent;2016;Flyttet hit;5+ år;1026;;0.0
Prosent;2016;Flyttet hit;5+ år;1027;Audnedal (t.o.m. 2019);0.0
Prosent;2016;Flyttet hit;5+ år;1046;;22.2
Prosent;2016;Flyttet hit;5+ år;1101;Eigersund;13.3
Prosent;2016;Flyttet hit;5+ år;1102;Sandnes (t.o.m. 2019);40.2
Prosent;2016;Flyttet hit;5+ år;1112;Lund;10.1
Prosent;2016;Flyttet hit;5+ år;1120;Klepp;24.3
Prosent;2016;Flyttet hit;5+ år;1124;Sola;36.3
Prosent;2016;Flyttet hit;5+ år;1149;Karmøy;16.9
Prosent;2016;Flyttet hit;5+ år;1216;;7.6
Prosent;2016;Flyttet hit;5+ år;1219;;11.3
Prosent;2016;Flyttet hit;5+ år;1221;;19.2
Prosent;2016;Flyttet hit;5+ år;1223;;0.0
Prosent;2016;Flyttet hit;5+ år;1238;;4.0
Prosent;2016;Flyttet hit;5+ år;1242;;19.4
Prosent;2016;Flyttet hit;5+ år;1245;Sund (t.o.m. 2019);5.6
Prosent;2016;Flyttet hit;5+ år;1247;;22.5
Prosent;2016;Flyttet hit;5+ år;1401;Flora (t.o.m. 2019);8.2
Prosent;2016;Flyttet hit;5+ år;1418;Balestrand (t.o.m. 2019);10.0
Prosent;2016;Flyttet hit;5+ år;1419;Leikanger (t.o.m. 2019);6.8
Prosent;2016;Flyttet hit;5+ år;1438;;0.0
Prosent;2016;Flyttet hit;5+ år;1531;Sula;25.0
Prosent;2016;Flyttet hit;5+ år;1532;Giske;11.4
Prosent;2016;Flyttet hit;5+ år;1534;Haram (t.o.m. 2019);19.4
Prosent;2016;Flyttet hit;5+ år;1535;Vestnes;11.5
Prosent;2016;Flyttet hit;5+ år;1547;Aukra;9.5
Prosent;2016;Flyttet hit;5+ år;1548;Fræna (t.o.m. 2019);17.8
Prosent;2016;Flyttet hit;5+ år;1560;Tingvoll;3.4
Prosent;2016;Flyttet hit;5+ år;1634;;5.6
Prosent;2016;Flyttet hit;5+ år;1636;;0.0
Personer;2016;Flyttet hit;5+ år;1630;;3
Personer;2016;Flyttet hit;5+ år;1635;;0
Personer;2016;Flyttet hit;5+ år;1653;;33
Personer;2016;Flyttet hit;5+ år;1663;;40
Personer;2016;Flyttet hit;5+ år;1702;;42
Personer;2016;Flyttet hit;5+ år;1714;;89
Personer;2016;Flyttet hit;5+ år;1718;Leksvik (t.o.m. 2017);9
Personer;2016;Flyttet hit;5+ år;1744;;4
Personer;2016;Flyttet hit;5+ år;1816;Vevelstad;0
Personer;2016;Flyttet hit;5+ år;1818;Herøy (Nordland);6
Personer;2016;Flyttet hit;5+ år;1837;Meløy;6
Personer;2016;Flyttet hit;5+ år;1840;Saltdal;8
Personer;2016;Flyttet hit;5+ år;1848;Steigen;0
Personer;2016;Flyttet hit;5+ år;1849;Hamarøy (t.o.m. 2019);0
Personer;2016;Flyttet hit;5+ år;1851;Lødingen;0
Personer;2016;Flyttet hit;5+ år;1865;Vågan;27
Personer;2016;Flyttet hit;5+ år;1867;Bø (Nordland);3
Personer;2016;Flyttet hit;5+ år;1902;;310
Personer;2016;Flyttet hit;5+ år;1911;;9
Personer;2016;Flyttet hit;5+ år;1917;;5
Personer;2016;Flyttet hit;5+ år;1939;;0
Personer;2016;Flyttet hit;5+ år;1942;;3
Personer;2016;Flyttet hit;5+ år;2012;;39
Personer;2016;Flyttet hit;5+ år;2020;;4
Personer;2016;Flyttet hit;5+ år;2030;;29
Personer;2016;Flyttet hit;Alle;0106;;2808
Personer;2016;Flyttet hit;Alle;0123;Spydeberg (t.o.m. 2019);78
Personer;2016;Flyttet hit;Alle;0135;;32
Personer;2016;Flyttet hit;Alle;0211;;233
Personer;2016;Flyttet hit;Alle;0213;Ski (t.o.m. 2019);584
Personer;2016;Flyttet hit;Alle;0221;Aurskog-Høland (t.o.m. 2019);59
Personer;2016;Flyttet hit;Alle;0228;;509
Personer;2016;Flyttet hit;Alle;0229;;117
Personer;2016;Flyttet hit;Alle;0231;Skedsmo (t.o.m. 2019);1900
Personer;2016;Flyttet hit;Alle;0233;;266
Personer;2016;Flyttet hit;Alle;0238;;155
Personer;2016;Flyttet hit;Alle;0415;;19
Personer;2016;Flyttet hit;Alle;0418;;3
Personer;2016;Flyttet hit;Alle;0419;;16
Personer;2016;Flyttet hit;Alle;0420;;20
Personer;2016;Flyttet hit;Alle;0423;;29
Personer;2016;Flyttet hit;Alle;0425;;64
Personer;2016;Flyttet hit;Alle;0430;;71
Personer;2016;Flyttet hit;Alle;0438;;7
Personer;2016;Flyttet hit;Alle;0439;;0
Personer;2016;Flyttet hit;Alle;0441;;7
Personer;2016;Flyttet hit;Alle;0511;;57
Personer;2016;Flyttet hit;Alle;0517;;56
Personer;2016;Flyttet hit;Alle;0538;;19
Personer;2016;Flyttet hit;Alle;0540;;4
Personer;2016;Flyttet hit;Alle;0544;;4
Personer;2016;Flyttet hit;Alle;0545;;42
Personer;2016;Flyttet hit;Alle;0617;;33
Personer;2016;Flyttet hit;Alle;0618;;48
Personer;2016;Flyttet hit;Alle;0622;;0
Personer;2016;Flyttet hit;Alle;0624;;135
Personer;2016;Flyttet hit;Alle;0625;Nedre Eiker (t.o.m. 2019);623
Personer;2016;Flyttet hit;Alle;0627;Røyken (t.o.m. 2019);152
Personer;2016;Flyttet hit;Alle;0628;Hurum (t.o.m. 2019);25
Personer;2016;Flyttet hit;Alle;0701;;463
Personer;2016;Flyttet hit;Alle;0704;Tønsberg (t.o.m. 2019);629
Personer;2016;Flyttet hit;Alle;0709;Larvik (t.o.m. 2017);417
Personer;2016;Flyttet hit;Alle;0713;Sande (Vestfold) (t.o.m. 2019);48
Personer;2016;Flyttet hit;Alle;0716;Re (t.o.m. 2019);50
Personer;2016;Flyttet hit;Alle;0817;;0
Personer;2016;Flyttet hit;Alle;0822;Sauherad (t.o.m. 2019);15
Personer;2016;Flyttet hit;Alle;0827;;0
Personer;2016;Flyttet hit;Alle;0901;;44
Personer;2016;Flyttet hit;Alle;0912;;8
Personer;2016;Flyttet hit;Alle;0914;;37
Personer;2016;Flyttet hit;Alle;0926;;77
Personer;2016;Flyttet hit;Alle;1037;;39
Personer;2016;Flyttet hit;Alle;1103;Stavanger;1615
Personer;2016;Flyttet hit;Alle;1130;Strand;66
Personer;2016;Flyttet hit;Alle;1134;Suldal;14
Personer;2016;Flyttet hit;Alle;1221;;107
Personer;2016;Flyttet hit;Alle;1223;;0
Personer;2016;Flyttet hit;Alle;1231;Ullensvang (t.o.m. 2019);10
Personer;2016;Flyttet hit;Alle;1233;;0
Personer;2016;Flyttet hit;Alle;1235;Voss (t.o.m. 2019);52
Personer;2016;Flyttet hit;Alle;1244;;3
Personer;2016;Flyttet hit;Alle;1253;;15
Prosent;2016;Flyttet hit;Alle;0627;Røyken (t.o.m. 2019);32.2
Prosent;2016;Flyttet hit;Alle;0628;Hurum (t.o.m. 2019);12.3
Prosent;2016;Flyttet hit;Alle;0706;Sandefjord (t.o.m. 2016);45.2
Prosent;2016;Flyttet hit;Alle;0720;Stokke (t.o.m. 2016);20.3
Prosent;2016;Flyttet hit;Alle;0723;Tjøme (t.o.m. 2017);11.0
Prosent;2016;Flyttet hit;Alle;0807;;19.0
Prosent;2016;Flyttet hit;Alle;0815;;4.3
Prosent;2016;Flyttet hit;Alle;0817;;0.0
Prosent;2016;Flyttet hit;Alle;0827;;0.0
Prosent;2016;Flyttet hit;Alle;0904;;21.5
Prosent;2016;Flyttet hit;Alle;0912;;11.3
Prosent;2016;Flyttet hit;Alle;1003;;31.8
Prosent;2016;Flyttet hit;Alle;1014;;18.2
Prosent;2016;Flyttet hit;Alle;1021;Marnardal (t.o.m. 2019);7.3
Prosent;2016;Flyttet hit;Alle;1029;Lindesnes (t.o.m. 2019);7.2
Prosent;2016;Flyttet hit;Alle;1032;Lyngdal (t.o.m. 2019);26.7
Prosent;2016;Flyttet hit;Alle;1034;;0.0
Prosent;2016;Flyttet hit;Alle;1120;Klepp;25.9
Prosent;2016;Flyttet hit;Alle;1142;Rennesøy (t.o.m. 2019);10.0
Prosent;2016;Flyttet hit;Alle;1201;;21.4
Prosent;2016;Flyttet hit;Alle;1216;;7.6
Prosent;2016;Flyttet hit;Alle;1231;Ullensvang (t.o.m. 2019);9.9
Prosent;2016;Flyttet hit;Alle;1233;;0.0
Prosent;2016;Flyttet hit;Alle;1244;;13.6
Prosent;2016;Flyttet hit;Alle;1251;;12.2
Prosent;2016;Flyttet hit;Alle;1253;;29.4
Prosent;2016;Flyttet hit;Alle;1422;;8.1
Prosent;2016;Flyttet hit;Alle;1424;;37.1
Prosent;2016;Flyttet hit;Alle;1426;;4.5
Prosent;2016;Flyttet hit;Alle;1445;;1.9
Prosent;2016;Flyttet hit;Alle;1449;;2.1
Prosent;2016;Flyttet hit;Alle;1515;Herøy (Møre og Romsdal);5.0
Prosent;2016;Flyttet hit;Alle;1520;Ørsta;7.4
Prosent;2016;Flyttet hit;Alle;1528;Sykkylven;19.7
Prosent;2016;Flyttet hit;Alle;1529;Skodje (t.o.m. 2019);15.0
Prosent;2016;Flyttet hit;Alle;1543;Nesset (t.o.m. 2019);0.0
Prosent;2016;Flyttet hit;Alle;1576;Aure;0.0
Prosent;2016;Flyttet hit;Alle;1653;;13.4
Prosent;2016;Flyttet hit;Alle;1664;;23.5
Prosent;2016;Flyttet hit;Alle;1719;;14.8
Prosent;2016;Flyttet hit;Alle;1721;;9.0
Prosent;2016;Flyttet hit;Alle;1744;;9.1
Prosent;2016;Flyttet hit;Alle;1813;Brønnøy;2.9
Prosent;2016;Flyttet hit;Alle;1822;Leirfjord;4.4
Prosent;2016;Flyttet hit;Alle;1840;Saltdal;29.8
Prosent;2016;Flyttet hit;Alle;1848;Steigen;0.0
Prosent;2016;Flyttet hit;Alle;1849;Hamarøy (t.o.m. 2019);3.9
Prosent;2016;Flyttet hit;Alle;1851;Lødingen;13.7
Prosent;2016;Flyttet hit;Alle;1865;Vågan;13.8
Prosent;2016;Flyttet hit;Alle;1903;;11.7
Prosent;2016;Flyttet hit;Alle;1925;;11.0
Prosent;2016;Flyttet hit;Alle;1929;Berg (t.o.m. 2019);4.7
Prosent;2016;Flyttet hit;Alle;1941;;18.5
Prosent;2016;Flyttet hit;Alle;1942;;2.8
Prosent;2016;Flyttet hit;Alle;2003;;7.0
Prosent;2016;Flyttet hit;Alle;2004;Hammerfest (t.o.m. 2019);18.3
Personer;2016;Uoppgitt;0-4 år;0105;;0
Personer;2016;Uoppgitt;0-4 år;0111;;0
Personer;2016;Uoppgitt;0-4 år;0125;Eidsberg (t.o.m. 2019);0
Personer;2016;Uoppgitt;0-4 år;0215;;0
Personer;2016;Uoppgitt;0-4 år;0236;;0
Personer;2016;Uoppgitt;0-4 år;0425;;0
Personer;2016;Uoppgitt;0-4 år;0428;;0
Personer;2016;Uoppgitt;0-4 år;0429;;0
Personer;2016;Uoppgitt;0-4 år;0437;;0
Personer;2016;Uoppgitt;0-4 år;0441;;0
Personer;2016;Uoppgitt;0-4 år;0501;;0
Personer;2016;Uoppgitt;0-4 år;0502;;0
Personer;2016;Uoppgitt;0-4 år;0511;;0
Personer;2016;Uoppgitt;0-4 år;0519;;0
Personer;2016;Uoppgitt;0-4 år;0521;;0
Personer;2016;Uoppgitt;0-4 år;0522;;0
Personer;2016;Uoppgitt;0-4 år;0528;;0
Personer;2016;Uoppgitt;0-4 år;0529;;0
Personer;2016;Uoppgitt;0-4 år;0533;;0
Personer;2016;Uoppgitt;0-4 år;0619;;0
Personer;2016;Uoppgitt;0-4 år;0631;;0
Personer;2016;Uoppgitt;0-4 år;0633;;0
Personer;2016;Uoppgitt;0-4 år;0702;Holmestrand (t.o.m. 2017);0
Personer;2016;Uoppgitt;0-4 år;0706;Sandefjord (t.o.m. 2016);0
Prosent;2016;Flyttet hit;5+ år;1640;;18.0
Prosent;2016;Flyttet hit;5+ år;1662;;15.1
Prosent;2016;Flyttet hit;5+ år;1703;;4.2
Prosent;2016;Flyttet hit;5+ år;1714;;13.8
Prosent;2016;Flyttet hit;5+ år;1736;;0.0
Prosent;2016;Flyttet hit;5+ år;1756;;7.3
Prosent;2016;Flyttet hit;5+ år;1804;Bodø;12.1
Prosent;2016;Flyttet hit;5+ år;1813;Brønnøy;1.5
Prosent;2016;Flyttet hit;5+ år;1833;Rana;11.6
Prosent;2016;Flyttet hit;5+ år;1850;Tysfjord (t.o.m. 2019);0.0
Prosent;2016;Flyttet hit;5+ år;1854;Ballangen (t.o.m. 2019);0.0
Prosent;2016;Flyttet hit;5+ år;1866;Hadsel;9.2
Prosent;2016;Flyttet hit;5+ år;1871;Andøy;1.6
Prosent;2016;Flyttet hit;5+ år;1902;;18.8
Prosent;2016;Flyttet hit;5+ år;1911;;5.2
Prosent;2016;Flyttet hit;5+ år;1917;;12.5
Prosent;2016;Flyttet hit;5+ år;1923;;2.1
Prosent;2016;Flyttet hit;5+ år;1929;Berg (t.o.m. 2019);0.0
Prosent;2016;Flyttet hit;5+ år;1931;Lenvik (t.o.m. 2019);4.3
Prosent;2016;Flyttet hit;5+ år;2012;;9.5
Prosent;2016;Flyttet hit;5+ år;2030;;12.7
Prosent;2016;Flyttet hit;Alle;0111;;14.7
Prosent;2016;Flyttet hit;Alle;0138;Hobøl (t.o.m. 2019);57.5
Prosent;2016;Flyttet hit;Alle;0215;;26.4
Prosent;2016;Flyttet hit;Alle;0216;;20.8
Prosent;2016;Flyttet hit;Alle;0230;;55.3
Prosent;2016;Flyttet hit;Alle;0234;;28.2
Prosent;2016;Flyttet hit;Alle;0237;;50.2
Prosent;2016;Flyttet hit;Alle;0427;;25.7
Prosent;2016;Flyttet hit;Alle;0436;;3.9
Prosent;2016;Flyttet hit;Alle;0437;;13.8
Prosent;2016;Flyttet hit;Alle;0533;;17.4
Prosent;2016;Flyttet hit;Alle;0534;;14.9
Prosent;2016;Flyttet hit;Alle;0536;;33.1
Prosent;2016;Flyttet hit;Alle;0616;;50.0
Prosent;2016;Flyttet hit;Alle;0619;;16.2
Prosent;2016;Flyttet hit;Alle;0621;;0.0
Prosent;2016;Flyttet hit;Alle;0623;;18.1
Prosent;2016;Flyttet hit;Alle;0626;;40.9
Prosent;2016;Flyttet hit;Alle;0701;;43.0
Prosent;2016;Flyttet hit;Alle;0704;Tønsberg (t.o.m. 2019);45.5
Prosent;2016;Flyttet hit;Alle;0709;Larvik (t.o.m. 2017);25.9
Prosent;2016;Flyttet hit;Alle;0711;Svelvik (t.o.m. 2019);25.2
Prosent;2016;Flyttet hit;Alle;0719;Andebu (t.o.m. 2016);21.3
Prosent;2016;Flyttet hit;Alle;0811;;0.0
Prosent;2016;Flyttet hit;Alle;0814;;4.4
Prosent;2016;Flyttet hit;Alle;0819;;19.7
Prosent;2016;Flyttet hit;Alle;0821;Bø (Telemark)  (t.o.m. 2019);29.1
Prosent;2016;Flyttet hit;Alle;0828;;5.4
Prosent;2016;Flyttet hit;Alle;0829;;33.3
Prosent;2016;Flyttet hit;Alle;0833;;11.1
Prosent;2016;Flyttet hit;Alle;0911;;8.7
Prosent;2016;Flyttet hit;Alle;0919;;28.2
Prosent;2016;Flyttet hit;Alle;0928;;28.9
Prosent;2016;Flyttet hit;Alle;0929;;7.1
Prosent;2016;Flyttet hit;Alle;0935;;5.7
Prosent;2016;Flyttet hit;Alle;0938;;51.2
Prosent;2016;Flyttet hit;Alle;0941;;6.8
Prosent;2016;Flyttet hit;Alle;1046;;22.2
Prosent;2016;Flyttet hit;Alle;1101;Eigersund;14.8
Prosent;2016;Flyttet hit;Alle;1122;Gjesdal;22.9
Prosent;2016;Flyttet hit;Alle;1127;Randaberg;20.8
Prosent;2016;Flyttet hit;Alle;1133;Hjelmeland;10.2
Prosent;2016;Flyttet hit;Alle;1135;Sauda;5.2
Prosent;2016;Flyttet hit;Alle;1149;Karmøy;17.3
Prosent;2016;Flyttet hit;Alle;1228;Odda (t.o.m. 2019);11.0
Prosent;2016;Flyttet hit;Alle;1241;Fusa (t.o.m. 2019);11.1
Prosent;2016;Flyttet hit;Alle;1243;Os (Hordaland) (t.o.m. 2019);22.9
Prosent;2016;Flyttet hit;Alle;1245;Sund (t.o.m. 2019);13.8
Prosent;2016;Flyttet hit;Alle;1247;;23.6
Prosent;2016;Flyttet hit;Alle;1401;Flora (t.o.m. 2019);10.5
Prosent;2016;Flyttet hit;Alle;1413;;16.7
Prosent;2016;Flyttet hit;Alle;1416;;15.3
Prosent;2016;Flyttet hit;Alle;1417;;5.5
Prosent;2016;Flyttet hit;Alle;1431;Jølster (t.o.m. 2019);35.1
Prosent;2016;Flyttet hit;Alle;1432;Førde (t.o.m. 2019);24.9
Prosent;2016;Flyttet hit;Alle;1433;Naustdal (t.o.m. 2019);12.5
Prosent;2016;Flyttet hit;Alle;1519;Volda (t.o.m. 2019);14.6
Prosent;2016;Flyttet hit;Alle;1523;Ørskog (t.o.m. 2019);16.7
Prosent;2016;Flyttet hit;Alle;1525;Stranda;51.2
Prosent;2016;Flyttet hit;Alle;1547;Aukra;9.5
Personer;2016;Flyttet hit;Alle;1256;Meland (t.o.m. 2019);20
Personer;2016;Flyttet hit;Alle;1264;;6
Personer;2016;Flyttet hit;Alle;1401;Flora (t.o.m. 2019);55
Personer;2016;Flyttet hit;Alle;1416;;22
Personer;2016;Flyttet hit;Alle;1443;Eid (t.o.m. 2019);4
Personer;2016;Flyttet hit;Alle;1445;;3
Personer;2016;Flyttet hit;Alle;1449;;4
Personer;2016;Flyttet hit;Alle;1516;Ulstein;75
Personer;2016;Flyttet hit;Alle;1517;Hareid;61
Personer;2016;Flyttet hit;Alle;1519;Volda (t.o.m. 2019);47
Personer;2016;Flyttet hit;Alle;1525;Stranda;21
Personer;2016;Flyttet hit;Alle;1563;Sunndal;97
Personer;2016;Flyttet hit;Alle;1612;;43
Personer;2016;Flyttet hit;Alle;1617;;8
Personer;2016;Flyttet hit;Alle;1630;;3
Personer;2016;Flyttet hit;Alle;1664;;12
Personer;2016;Flyttet hit;Alle;1711;;23
Personer;2016;Flyttet hit;Alle;1717;;0
Personer;2016;Flyttet hit;Alle;1744;;7
Personer;2016;Flyttet hit;Alle;1804;Bodø;224
Personer;2016;Flyttet hit;Alle;1812;Sømna;3
Personer;2016;Flyttet hit;Alle;1837;Meløy;6
Personer;2016;Flyttet hit;Alle;1840;Saltdal;53
Personer;2016;Flyttet hit;Alle;1848;Steigen;0
Personer;2016;Flyttet hit;Alle;1849;Hamarøy (t.o.m. 2019);3
Personer;2016;Flyttet hit;Alle;1851;Lødingen;16
Personer;2016;Flyttet hit;Alle;1853;Evenes;3
Personer;2016;Flyttet hit;Alle;1919;;3
Personer;2016;Flyttet hit;Alle;1939;;8
Personer;2016;Flyttet hit;Alle;2012;;68
Personer;2016;Flyttet hit;Alle;2020;;4
Personer;2016;Flyttet hit;Alle;2027;;4
Personer;2016;Flyttet hit;Alle;2030;;29
Prosent;2016;Flyttet hit;0-4 år;0125;Eidsberg (t.o.m. 2019);2.4
Prosent;2016;Flyttet hit;0-4 år;0136;Rygge (t.o.m. 2019);3.4
Prosent;2016;Flyttet hit;0-4 år;0137;;3.4
Prosent;2016;Flyttet hit;0-4 år;0213;Ski (t.o.m. 2019);1.0
Prosent;2016;Flyttet hit;0-4 år;0235;;1.0
Prosent;2016;Flyttet hit;0-4 år;0236;;2.1
Prosent;2016;Flyttet hit;0-4 år;0415;;1.8
Prosent;2016;Flyttet hit;0-4 år;0418;;0.0
Prosent;2016;Flyttet hit;0-4 år;0419;;0.0
Prosent;2016;Flyttet hit;0-4 år;0428;;0.0
Prosent;2016;Flyttet hit;0-4 år;0511;;55.1
Prosent;2016;Flyttet hit;0-4 år;0517;;21.4
Prosent;2016;Flyttet hit;0-4 år;0519;;0.0
Prosent;2016;Flyttet hit;0-4 år;0521;;1.4
Prosent;2016;Flyttet hit;0-4 år;0522;;0.0
Prosent;2016;Flyttet hit;0-4 år;0528;;12.1
Prosent;2016;Flyttet hit;0-4 år;0529;;2.9
Prosent;2016;Flyttet hit;0-4 år;0541;;14.3
Prosent;2016;Flyttet hit;0-4 år;0701;;0.7
Prosent;2016;Flyttet hit;0-4 år;0704;Tønsberg (t.o.m. 2019);3.8
Prosent;2016;Flyttet hit;0-4 år;0709;Larvik (t.o.m. 2017);2.1
Prosent;2016;Flyttet hit;0-4 år;0713;Sande (Vestfold) (t.o.m. 2019);0.0
Prosent;2016;Flyttet hit;0-4 år;0716;Re (t.o.m. 2019);0.0
Prosent;2016;Flyttet hit;0-4 år;0722;Nøtterøy (t.o.m. 2017);1.2
Prosent;2016;Flyttet hit;0-4 år;0817;;0.0
Prosent;2016;Flyttet hit;0-4 år;0831;;0.0
Prosent;2016;Flyttet hit;0-4 år;0834;;3.3
Prosent;2016;Flyttet hit;0-4 år;0901;;10.7
Prosent;2016;Flyttet hit;0-4 år;0912;;0.0
Prosent;2016;Flyttet hit;0-4 år;0914;;4.7
Prosent;2016;Flyttet hit;0-4 år;0937;;0.0
Prosent;2016;Flyttet hit;0-4 år;0940;;0.0
Prosent;2016;Flyttet hit;0-4 år;1037;;14.3
Prosent;2016;Flyttet hit;0-4 år;1101;Eigersund;1.6
Prosent;2016;Flyttet hit;0-4 år;1102;Sandnes (t.o.m. 2019);2.4
Prosent;2016;Flyttet hit;0-4 år;1106;Haugesund;1.9
Prosent;2016;Flyttet hit;0-4 år;1112;Lund;15.9
Prosent;2016;Flyttet hit;0-4 år;1130;Strand;6.3
Prosent;2016;Flyttet hit;0-4 år;1134;Suldal;0.0
Prosent;2016;Flyttet hit;0-4 år;1221;;5.0
Prosent;2016;Flyttet hit;0-4 år;1223;;0.0
Prosent;2016;Flyttet hit;0-4 år;1231;Ullensvang (t.o.m. 2019);9.9
Prosent;2016;Flyttet hit;0-4 år;1235;Voss (t.o.m. 2019);6.5
Prosent;2016;Flyttet hit;0-4 år;1244;;13.6
Prosent;2016;Flyttet hit;0-4 år;1251;;0.0
Prosent;2016;Flyttet hit;0-4 år;1253;;0.0
Prosent;2016;Flyttet hit;0-4 år;1263;Lindås (t.o.m. 2019);0.0
Prosent;2016;Flyttet hit;0-4 år;1411;;0.0
Prosent;2016;Flyttet hit;0-4 år;1413;;16.7
Prosent;2016;Flyttet hit;0-4 år;1417;;0.0
Personer;2016;Uoppgitt;0-4 år;0720;Stokke (t.o.m. 2016);0
Personer;2016;Uoppgitt;0-4 år;0722;Nøtterøy (t.o.m. 2017);0
Personer;2016;Uoppgitt;0-4 år;0723;Tjøme (t.o.m. 2017);0
Personer;2016;Uoppgitt;0-4 år;0827;;0
Personer;2016;Uoppgitt;0-4 år;0831;;0
Personer;2016;Uoppgitt;0-4 år;0833;;0
Personer;2016;Uoppgitt;0-4 år;0834;;0
Personer;2016;Uoppgitt;0-4 år;0904;;0
Personer;2016;Uoppgitt;0-4 år;0938;;0
Personer;2016;Uoppgitt;0-4 år;1017;Songdalen (t.o.m. 2019);0
Personer;2016;Uoppgitt;0-4 år;1119;Hå;0
Personer;2016;Uoppgitt;0-4 år;1121;Time;0
Personer;2016;Uoppgitt;0-4 år;1122;Gjesdal;0
Personer;2016;Uoppgitt;0-4 år;1127;Randaberg;0
Personer;2016;Uoppgitt;0-4 år;1130;Strand;0
Personer;2016;Uoppgitt;0-4 år;1133;Hjelmeland;0
Personer;2016;Uoppgitt;0-4 år;1142;Rennesøy (t.o.m. 2019);0
Personer;2016;Uoppgitt;0-4 år;1224;;0
Personer;2016;Uoppgitt;0-4 år;1235;Voss (t.o.m. 2019);0
Personer;2016;Uoppgitt;0-4 år;1244;;0
Personer;2016;Uoppgitt;0-4 år;1246;Fjell (t.o.m. 2019);0
Personer;2016;Uoppgitt;0-4 år;1251;;0
Personer;2016;Uoppgitt;0-4 år;1253;;0
Personer;2016;Uoppgitt;0-4 år;1263;Lindås (t.o.m. 2019);0
Personer;2016;Uoppgitt;0-4 år;1420;Sogndal (t.o.m. 2019);0
Personer;2016;Uoppgitt;0-4 år;1432;Førde (t.o.m. 2019);0
Personer;2016;Uoppgitt;0-4 år;1449;;0
Personer;2016;Uoppgitt;0-4 år;1516;Ulstein;4
Personer;2016;Uoppgitt;0-4 år;1517;Hareid;0
Personer;2016;Uoppgitt;0-4 år;1519;Volda (t.o.m. 2019);0
Personer;2016;Uoppgitt;0-4 år;1523;Ørskog (t.o.m. 2019);0
Personer;2016;Uoppgitt;0-4 år;1543;Nesset (t.o.m. 2019);0
Personer;2016;Uoppgitt;0-4 år;1545;Midsund (t.o.m. 2019);0
